time,symbol,open,high,low,close,volume_from,volume_to
2020-08-16 00:00:00,ADA,0.1386,0.1397,0.1354,0.139,21266449.25,2930121.71
2020-08-17 00:00:00,ADA,0.139,0.1448,0.138,0.1409,31604303.32,4486526.24
2020-08-18 00:00:00,ADA,0.1409,0.1439,0.135,0.1372,30566945.08,4225551.94
2020-08-19 00:00:00,ADA,0.1372,0.1382,0.1272,0.1297,30577626.37,4035399.99
2020-08-20 00:00:00,ADA,0.1297,0.1346,0.1264,0.1342,62448950.02,8179896.62
2020-08-21 00:00:00,ADA,0.1342,0.1344,0.1216,0.1229,91440207.26,11776022.58
2020-08-22 00:00:00,ADA,0.1229,0.1262,0.1183,0.1253,84207229.64,10373929.94
2020-08-23 00:00:00,ADA,0.1253,0.1259,0.1195,0.1215,64772529.12,7945897.18
2020-08-24 00:00:00,ADA,0.1215,0.127,0.1201,0.1237,77809944.45,9662533.63
2020-08-25 00:00:00,ADA,0.1237,0.1238,0.1063,0.1126,65939158.71,7699604.99
2020-08-26 00:00:00,ADA,0.1126,0.1183,0.1107,0.1144,21686624.36,2483949.36
2020-08-27 00:00:00,ADA,0.1144,0.1157,0.1031,0.1073,42047628.18,4543389.04
2020-08-28 00:00:00,ADA,0.1073,0.1115,0.1062,0.1096,22381018.15,2446282.5
2020-08-29 00:00:00,ADA,0.1096,0.1181,0.1085,0.1166,19035365.18,2152707.54
2020-08-30 00:00:00,ADA,0.1166,0.1189,0.1142,0.1176,15233999.98,1778262.45
2020-08-31 00:00:00,ADA,0.1176,0.1268,0.1135,0.1226,30725729.98,3719129.86
2020-09-01 00:00:00,ADA,0.1226,0.1282,0.1196,0.1247,25472267.37,3161304.55
2020-09-02 00:00:00,ADA,0.1247,0.1266,0.1112,0.1153,31678493.54,3695898.13
2020-09-03 00:00:00,ADA,0.1153,0.1168,0.09493,0.09523,39020857.14,4109787.91
2020-09-04 00:00:00,ADA,0.09523,0.104,0.09295,0.102,28411037.05,2820975.27
2020-09-05 00:00:00,ADA,0.102,0.1038,0.08638,0.08985,38945014.35,3634392.92
2020-09-06 00:00:00,ADA,0.08985,0.09555,0.08566,0.09271,22067569.72,2030802.02
2020-09-07 00:00:00,ADA,0.09271,0.09418,0.08641,0.09351,29832368.29,2694766.3
2020-09-08 00:00:00,ADA,0.09351,0.09681,0.08854,0.09104,17921868.2,1643330.15
2020-09-09 00:00:00,ADA,0.09104,0.09611,0.08937,0.09338,14871771.33,1393806.22
2020-09-10 00:00:00,ADA,0.09338,0.09949,0.09338,0.09714,34233270.59,3355701.4
2020-09-11 00:00:00,ADA,0.09714,0.0975,0.09333,0.097,10686012.02,1022133.04
2020-09-12 00:00:00,ADA,0.097,0.09847,0.09471,0.09779,14426083.83,1394048.45
2020-09-13 00:00:00,ADA,0.09779,0.09973,0.09284,0.09503,12757205.34,1223577.3
2020-09-14 00:00:00,ADA,0.09503,0.09766,0.09311,0.09677,14031871.66,1347634.01
2020-09-15 00:00:00,ADA,0.09677,0.09774,0.09309,0.09334,10549344.97,1007778.53
2020-09-16 00:00:00,ADA,0.09334,0.09347,0.0899,0.09145,19004473.36,1732349.11
