time,symbol,open,high,low,close,volume_from,volume_to
2020-08-16 00:00:00,DOGE,0.003541,0.003599,0.003411,0.003523,43334306.09,151935.44
2020-08-17 00:00:00,DOGE,0.003523,0.003767,0.003411,0.003588,79680739.2,287670.72
2020-08-18 00:00:00,DOGE,0.003588,0.00375,0.003403,0.003506,59675219.13,212905.98
2020-08-19 00:00:00,DOGE,0.003506,0.003569,0.003292,0.003397,65324835.2,221488.47
2020-08-20 00:00:00,DOGE,0.003397,0.0035,0.003309,0.003492,47633458.62,163549.44
2020-08-21 00:00:00,DOGE,0.003492,0.003596,0.003331,0.003378,68005607.35,234988.37
2020-08-22 00:00:00,DOGE,0.003378,0.003499,0.0033,0.003401,35178610.3,119159.34
2020-08-23 00:00:00,DOGE,0.003401,0.003499,0.003322,0.003405,37133632.58,126537.06
2020-08-24 00:00:00,DOGE,0.003405,0.003498,0.003232,0.003403,71661738.84,243469.22
2020-08-25 00:00:00,DOGE,0.003403,0.003498,0.003204,0.0033,71063482.42,236120.31
2020-08-26 00:00:00,DOGE,0.0033,0.003375,0.003067,0.00328,40273496.87,131721.12
2020-08-27 00:00:00,DOGE,0.00328,0.003326,0.003115,0.0032,44276033.66,142343.79
2020-08-28 00:00:00,DOGE,0.0032,0.003299,0.00316,0.003241,19281286.19,62173.22
2020-08-29 00:00:00,DOGE,0.003241,0.003339,0.00321,0.0033,15668573.27,51229.89
2020-08-30 00:00:00,DOGE,0.0033,0.003396,0.003201,0.003308,29109963.88,95803.38
2020-08-31 00:00:00,DOGE,0.003308,0.003372,0.003143,0.003286,23408889.02,75456.05
2020-09-01 00:00:00,DOGE,0.003286,0.003333,0.003122,0.003306,32328434.47,104819.04
2020-09-02 00:00:00,DOGE,0.003306,0.003312,0.003004,0.0031,48927094.75,154116.97
2020-09-03 00:00:00,DOGE,0.0031,0.0032,0.002801,0.002864,118696617.08,350962
2020-09-04 00:00:00,DOGE,0.002864,0.002932,0.002702,0.002816,48225196.48,135620.24
2020-09-05 00:00:00,DOGE,0.002816,0.002928,0.002663,0.002755,60113179.93,167575.32
2020-09-06 00:00:00,DOGE,0.002755,0.002802,0.002657,0.002787,97811980.31,267461.89
2020-09-07 00:00:00,DOGE,0.002787,0.002899,0.00267,0.0028,86564524.41,239401.14
2020-09-08 00:00:00,DOGE,0.0028,0.002807,0.002643,0.002721,62962334.33,172782
2020-09-09 00:00:00,DOGE,0.002721,0.002803,0.002689,0.002774,26871549.76,73320.84
2020-09-10 00:00:00,DOGE,0.002774,0.002899,0.002702,0.002802,75554361.77,211362.58
2020-09-11 00:00:00,DOGE,0.002802,0.002838,0.002702,0.002799,30117645.6,83755.29
2020-09-12 00:00:00,DOGE,0.002799,0.0029,0.002702,0.002801,67121088.52,187799.43
2020-09-13 00:00:00,DOGE,0.002801,0.002822,0.0027,0.002774,29495782.46,81959.04
2020-09-14 00:00:00,DOGE,0.002774,0.002837,0.002705,0.002791,18592237.28,51596.25
2020-09-15 00:00:00,DOGE,0.002791,0.0029,0.002703,0.002894,145901250.93,408920.87
2020-09-16 00:00:00,DOGE,0.002894,0.002903,0.002724,0.002803,22233314.95,62623.05
2020-09-17 00:00:00,DOGE,0.002803,0.002894,0.002709,0.002806,14969793.63,42012.93
2020-09-18 00:00:00,DOGE,0.002806,0.002939,0.002706,0.002785,17838967.64,49696.56
2020-09-19 00:00:00,DOGE,0.002785,0.002888,0.002773,0.002782,19540765.11,54650.6
2020-09-20 00:00:00,DOGE,0.002782,0.002863,0.002728,0.002774,13221829.79,36734.9
2020-09-21 00:00:00,DOGE,0.002774,0.002832,0.002579,0.002608,27223469.22,72649.05
2020-09-22 00:00:00,DOGE,0.002608,0.002717,0.002538,0.002696,11979969.37,31368.24
2020-09-23 00:00:00,DOGE,0.002696,0.00272,0.002512,0.002545,24702629.15,64350.39
2020-09-24 00:00:00,DOGE,0.002545,0.002802,0.0025,0.002682,20624579.31,53931.46
2020-09-25 00:00:00,DOGE,0.002682,0.002719,0.002602,0.002699,52150946.37,139231.93
2020-09-26 00:00:00,DOGE,0.002699,0.002771,0.002673,0.002693,9084075.81,24690.32
2020-09-27 00:00:00,DOGE,0.002693,0.002795,0.002596,0.002712,13559463.99,36514.75
2020-09-28 00:00:00,DOGE,0.002712,0.002795,0.002613,0.002653,30666051.35,82501.1
2020-09-29 00:00:00,DOGE,0.002653,0.002709,0.002617,0.002697,31180786.66,83105.12
2020-09-30 00:00:00,DOGE,0.002697,0.002697,0.002602,0.00263,31926262.07,84397.33
2020-10-01 00:00:00,DOGE,0.00263,0.002697,0.002589,0.002619,44124595.15,116192.05
2020-10-02 00:00:00,DOGE,0.002619,0.002677,0.002514,0.002588,34001579.55,87717.13
2020-10-03 00:00:00,DOGE,0.002588,0.002673,0.002512,0.002599,20537846.04,53621.5
2020-10-04 00:00:00,DOGE,0.002599,0.002691,0.002584,0.002652,26779398.56,70558.41
2020-10-05 00:00:00,DOGE,0.002652,0.002688,0.002605,0.002617,10211790.42,26802.73
2020-10-06 00:00:00,DOGE,0.002617,0.002681,0.002505,0.002602,9629002.48,25082.07
2020-10-07 00:00:00,DOGE,0.002602,0.002687,0.002514,0.002651,14312056.53,37082.87
2020-10-08 00:00:00,DOGE,0.002651,0.002683,0.002523,0.002599,13029987.25,33894.57
2020-10-09 00:00:00,DOGE,0.002599,0.002698,0.002599,0.002602,14137681.8,37183.74
2020-10-10 00:00:00,DOGE,0.002602,0.002756,0.002601,0.002602,8310878.1,22384.2
2020-10-11 00:00:00,DOGE,0.002602,0.002766,0.002602,0.002672,5664489.93,15211.23
2020-10-12 00:00:00,DOGE,0.002672,0.002717,0.002553,0.002681,13988722.35,37523.84
2020-10-13 00:00:00,DOGE,0.002681,0.002699,0.002636,0.002638,5963309.34,15826.73
2020-10-14 00:00:00,DOGE,0.002638,0.002693,0.002608,0.002653,9741918.29,25719.87
2020-10-15 00:00:00,DOGE,0.002653,0.002694,0.002526,0.00269,9781068.85,25475.4
2020-10-16 00:00:00,DOGE,0.00269,0.002698,0.002501,0.002609,18473740.64,47605.12
2020-10-17 00:00:00,DOGE,0.002609,0.002667,0.002502,0.00261,13794440.82,35704.32
2020-10-18 00:00:00,DOGE,0.00261,0.002688,0.002512,0.002604,10720181.5,27775.69
2020-10-19 00:00:00,DOGE,0.002604,0.00269,0.002504,0.002594,23973538.76,62287.55
2020-10-20 00:00:00,DOGE,0.002594,0.002696,0.002503,0.002597,33062928.25,85788.84
2020-10-21 00:00:00,DOGE,0.002597,0.003196,0.002594,0.00264,20023298.89,53165.78
2020-10-22 00:00:00,DOGE,0.00264,0.002696,0.002608,0.002647,40870483.75,108883.38
2020-10-23 00:00:00,DOGE,0.002647,0.002696,0.002616,0.00265,10745018.49,28615.02
2020-10-24 00:00:00,DOGE,0.00265,0.002684,0.002622,0.002662,15318605.56,40460.65
2020-10-25 00:00:00,DOGE,0.002662,0.002694,0.002615,0.002651,36978815.49,97479.38
2020-10-26 00:00:00,DOGE,0.002651,0.002894,0.00261,0.002673,88142225.15,243822.08
2020-10-27 00:00:00,DOGE,0.002673,0.002778,0.002611,0.002712,20270607.35,54194.45
2020-10-28 00:00:00,DOGE,0.002712,0.002766,0.002505,0.002646,2591780.94,6848.74
2020-10-29 00:00:00,DOGE,0.002646,0.002669,0.002511,0.002598,8779305.65,22601.17
2020-10-30 00:00:00,DOGE,0.002598,0.002628,0.002506,0.002598,9619132.22,24499.33
2020-10-31 00:00:00,DOGE,0.002598,0.002647,0.002507,0.002603,13704711.62,35233.68
2020-11-01 00:00:00,DOGE,0.002603,0.002616,0.002522,0.002579,13678524.59,35195.9
2020-11-02 00:00:00,DOGE,0.002579,0.002607,0.002511,0.002517,6615434.81,16884.48
2020-11-03 00:00:00,DOGE,0.002517,0.002596,0.00245,0.002558,7185778.39,18150.04
2020-11-04 00:00:00,DOGE,0.002558,0.002597,0.002504,0.002552,2301599.47,5844.68
2020-11-05 00:00:00,DOGE,0.002552,0.002699,0.002534,0.002695,19285383.99,50025.48
2020-11-06 00:00:00,DOGE,0.002695,0.002846,0.00264,0.002759,13704622.95,37452.49
2020-11-07 00:00:00,DOGE,0.002759,0.002847,0.002615,0.002679,10688120.14,28892.22
2020-11-08 00:00:00,DOGE,0.002679,0.002771,0.002642,0.002735,3448387.98,9315.07
2020-11-09 00:00:00,DOGE,0.002735,0.002776,0.002642,0.002703,6569610.21,17780.45
2020-11-10 00:00:00,DOGE,0.002703,0.002908,0.002622,0.002774,14720416.42,41180.25
2020-11-11 00:00:00,DOGE,0.002774,0.002871,0.002711,0.002778,16355130.68,46013.73
2020-11-12 00:00:00,DOGE,0.002778,0.002827,0.002715,0.002778,14789659.22,41029.03
2020-11-13 00:00:00,DOGE,0.002778,0.002897,0.002759,0.002897,24817225.55,70104.53
2020-11-14 00:00:00,DOGE,0.002897,0.002897,0.002702,0.002702,12870456.25,35743.92
2020-11-15 00:00:00,DOGE,0.002702,0.002808,0.002701,0.002759,9390003,25823.99
2020-11-16 00:00:00,DOGE,0.002759,0.003024,0.002701,0.002902,43885976.54,127471.56
2020-11-17 00:00:00,DOGE,0.002902,0.003017,0.002875,0.002945,25919599.86,76058.77
2020-11-18 00:00:00,DOGE,0.002945,0.003018,0.002832,0.002907,11553356.82,33622.31
2020-11-19 00:00:00,DOGE,0.002907,0.00314,0.002808,0.003055,11774674.96,35173.92
2020-11-20 00:00:00,DOGE,0.003055,0.003373,0.002886,0.002996,82693891.52,250035.87
2020-11-21 00:00:00,DOGE,0.002996,0.003598,0.002926,0.003561,138761307.12,468396.47
2020-11-22 00:00:00,DOGE,0.003561,0.003681,0.003197,0.003401,89010202.83,298617.4
2020-11-23 00:00:00,DOGE,0.003401,0.003678,0.003207,0.00365,66334870.43,227252.36
2020-11-24 00:00:00,DOGE,0.00365,0.004305,0.003566,0.004271,152892260.51,597036.59
2020-11-25 00:00:00,DOGE,0.004271,0.004293,0.003624,0.003708,81612411.32,324309.82
2020-11-26 00:00:00,DOGE,0.003708,0.00395,0.002928,0.003218,75492496.17,249188.81
2020-11-27 00:00:00,DOGE,0.003218,0.003432,0.00307,0.003296,40852627.75,131574.31
2020-11-28 00:00:00,DOGE,0.003296,0.003497,0.003218,0.00345,33441293.21,113639.68
2020-11-29 00:00:00,DOGE,0.00345,0.003591,0.003306,0.003443,14353076.47,49356.26
2020-11-30 00:00:00,DOGE,0.003443,0.003742,0.003411,0.003541,38762630.55,137070.37
2020-12-01 00:00:00,DOGE,0.003541,0.003602,0.003252,0.003336,37731526.17,129314.07
2020-12-02 00:00:00,DOGE,0.003336,0.003487,0.003221,0.003356,20456098.32,68739.15
2020-12-03 00:00:00,DOGE,0.003356,0.003499,0.003304,0.003494,21067029.61,72247.16
2020-12-04 00:00:00,DOGE,0.003494,0.003498,0.003279,0.003294,19610105.94,65539.12
2020-12-05 00:00:00,DOGE,0.003294,0.003488,0.003252,0.00334,12630850.85,42302.05
2020-12-06 00:00:00,DOGE,0.00334,0.003497,0.003304,0.003403,10544764.77,36103.3
2020-12-07 00:00:00,DOGE,0.003403,0.003429,0.003301,0.003376,8442114.07,28304.06
2020-12-08 00:00:00,DOGE,0.003376,0.0034,0.003118,0.003163,24415734.42,79153.38
2020-12-09 00:00:00,DOGE,0.003163,0.003248,0.003009,0.003153,33227724.99,103699.41
2020-12-10 00:00:00,DOGE,0.003153,0.003222,0.00306,0.00316,5382049.7,16843.98
2020-12-11 00:00:00,DOGE,0.00316,0.003186,0.002999,0.003083,17116960.75,52377.39
2020-12-12 00:00:00,DOGE,0.003083,0.003379,0.003074,0.003173,10768135.85,34108.22
2020-12-13 00:00:00,DOGE,0.003173,0.003327,0.003101,0.003225,13653439.48,43772.62
2020-12-14 00:00:00,DOGE,0.003225,0.003305,0.003202,0.003227,6985524.75,22742.61
2020-12-15 00:00:00,DOGE,0.003227,0.003298,0.003103,0.00319,13042105.6,41469.64
2020-12-16 00:00:00,DOGE,0.00319,0.003457,0.003123,0.003423,29754091.19,99006.05
2020-12-17 00:00:00,DOGE,0.003423,0.004289,0.0034,0.00371,250467699.31,952358.6
2020-12-18 00:00:00,DOGE,0.00371,0.004081,0.003638,0.003863,119287311.37,456625.06
2020-12-19 00:00:00,DOGE,0.003863,0.004317,0.00383,0.00393,156090301.33,618294.53
2020-12-20 00:00:00,DOGE,0.00393,0.004749,0.003844,0.004613,742192654.84,3296192.96
2020-12-21 00:00:00,DOGE,0.004613,0.005437,0.004322,0.00479,1042593351.46,5150418.48
2020-12-22 00:00:00,DOGE,0.00479,0.004894,0.00434,0.004511,175576281.75,805782.6
2020-12-23 00:00:00,DOGE,0.004511,0.00476,0.003692,0.003771,162035440.25,682719.81
2020-12-24 00:00:00,DOGE,0.003771,0.004589,0.003704,0.004552,80830329.56,337387.92
2020-12-25 00:00:00,DOGE,0.004552,0.004654,0.004392,0.004605,52358048.72,236344.36
2020-12-26 00:00:00,DOGE,0.004605,0.004657,0.00404,0.004501,51979954.63,229099.75
2020-12-27 00:00:00,DOGE,0.004501,0.004795,0.004417,0.00454,345040078.62,1596859.56
2020-12-28 00:00:00,DOGE,0.00454,0.004728,0.004489,0.004572,212860632.17,976505.56
2020-12-29 00:00:00,DOGE,0.004572,0.004597,0.004241,0.004442,118014076.62,529126.91
2020-12-30 00:00:00,DOGE,0.004442,0.004699,0.004403,0.00462,98486520.08,451139.1
